TF_gene,Target_gene
PER1,SALL4
HNRNPK,SALL4
TFE3,SALL4
ORC2,SALL4
NR1D2,SALL4
MSC,SALL4
GNRH1,SALL4
FUBP3,SALL4
KANK2,SALL4
KAT2B,SALL4
NRIP1,SPARC
KLF4,SPARC
POU5F1,SPARC
OTX2,SPARC
ESRRB,SPARC
NANOG,SPARC
GATA3,SPARC
TBX3,SPARC
SOX2,SPARC
TEAD1,CREB5
ARL6IP5,CREB5
ATF3,CREB5
MSX2,CREB5
ILF2,CREB5
RBFOX2,CREB5
ZSWIM4,CREB5
HNRNPAB,CREB5
ECD,CREB5
NR5A2,CREB5
ZHX3,ARID5B
DDB1,ARID5B
ETV5,ARID5B
ZFP462,ARID5B
ANKRD6,ARID5B
SMAD3,ARID5B
RARG,ARID5B
SATB2,ARID5B
OVOL1,ARID5B
HIST1H1D,ARID5B
FOXP1,ID2
MYC,ID2
HDAC10,ID2
PHF20,ID2
TAF5,ID2
EP300,ID2
TAF6,ID2
HSPB1,ID2
ZBTB39,ID2
SFPQ,ID2
NFX1,ZMYM2
CIC,ZMYM2
TCEA1,ZMYM2
TOP2B,ZMYM2
ZFP148,ZMYM2
NR3C1,ZMYM2
REST,ZMYM2
NFKB2,ZMYM2
RNF14,ZMYM2
BMP6,ZMYM2
KLF13,HEXIM1
DAXX,HEXIM1
SPEN,HEXIM1
ZFP236,HEXIM1
RLIM,HEXIM1
ZFHX3,HEXIM1
MCM5,HEXIM1
GTF2I,HEXIM1
NFXL1,HEXIM1
MCM3,HEXIM1
POU5F1,DKC1
JARID2,DKC1
ESRRB,EPHA4
ETV3,EPHA4
POU5F1,EPHA4
ZFP42,EPHA4
MYC,EPHA4
GATA3,EPHA4
TBX3,EPHA4
SOX2,EPHA4
NRIP1,EPHA4
KLF4,EPHA4
KLF4,TET2
SUZ12,TET2
POU5F1,TET2
MEF2C,TET2
OTX2,TET2
GATA3,TET2
TBX3,TET2
EOMES,TET2
SOX2,TET2
NANOG,TET2
POLR1E,PROX1
PCBP2,PROX1
MEF2A,PROX1
ETS1,PROX1
XRCC6,PROX1
KDM5B,PROX1
PHF12,PROX1
NRF1,PROX1
SRF,PROX1
ASH1L,PROX1
NANOG,GJB3
POU5F1,GJB3
MSC,GJB3
TBX3,GJB3
SOX2,GJB3
OTX2,GJB3
EOMES,GJB3
TCF7L2,GJB3
SMAD7,GJB3
NR0B1,GJB3
ZFP42,CLCN5
SMAD4,CLCN5
EOMES,CLCN5
SOX2,CLCN5
POU5F1,CLCN5
SALL4,CLCN5
NDN,POLR1A
BARD1,POLR1A
PAX8,POLR1A
GABPA,POLR1A
MYBBP1A,POLR1A
MKX,POLR1A
CHD5,POLR1A
ASH2L,POLR1A
TCF4,POLR1A
PLAGL2,POLR1A
KLF4,SPRY4
NRIP1,SPRY4
POU5F1,SPRY4
OTX2,SPRY4
ESRRB,SPRY4
GATA3,SPRY4
JARID2,SPRY4
NANOG,SPRY4
EOMES,SPRY4
SOX2,SPRY4
KLF4,THBD
CBX8,THBD
TCF7L2,THBD
ZFAND3,THBD
GATA3,THBD
NR5A2,THBD
SOX2,THBD
SMAD4,THBD
MYBL2,THBD
ATF3,BMP4
ILK,BMP4
TIMELESS,BMP4
HMGXB3,BMP4
RARG,BMP4
JARID2,BMP4
HES1,BMP4
CNOT8,BMP4
EP300,BMP4
TRIM13,BMP4
NR1H2,PLAGL2
SRSF1,PLAGL2
PRDM1,PLAGL2
PARP1,PLAGL2
MLXIP,PLAGL2
NSD1,PLAGL2
SIN3A,PLAGL2
HES1,PLAGL2
ECD,PLAGL2
NFATC1,PLAGL2
CTBP1,PAX6
MSC,PAX6
NR5A2,PAX6
SIRT3,PAX6
CREB3,PAX6
SERTAD2,PAX6
ZSWIM4,PAX6
JDP2,PAX6
ARID3B,PAX6
POLR3F,PAX6
PIAS1,SMAD4
KAT2B,SMAD4
KNTC1,SMAD4
TSG101,SMAD4
DCP1A,SMAD4
MYC,SMAD4
CRY1,SMAD4
MAZ,SMAD4
GNRH1,SMAD4
ZMYND11,SMAD4
MSC,2410141K09RIK
NR5A2,2410141K09RIK
NRIP1,2410141K09RIK
TFAP2C,MLLT1
FOXP1,MLLT1
SATB1,MLLT1
ILK,MLLT1
MAML3,MLLT1
PEG3,MLLT1
SUZ12,MLLT1
GTF3C1,MLLT1
NFIA,MLLT1
MAPK3,MLLT1
KLF4,CCNG1
ESRRB,CCNG1
SOX2,CCNG1
NRIP1,DCXR
RHOX6,DCXR
EOMES,DCXR
SMAD2,EZH2
ANKS1,EZH2
TGFB1,EZH2
NFX1,EZH2
PRRX2,EZH2
CHD4,EZH2
TADA3,EZH2
TRP53BP1,EZH2
MEIS1,EZH2
YEATS4,EZH2
EOMES,PMS1
POU6F1,PMS1
EBF1,PMS1
TGFB1I1,PMS1
RNF19A,PMS1
HMGXB3,PMS1
LMO4,PMS1
HMGA2,PMS1
WWTR1,PMS1
HIST1H1D,PMS1
MYBL2,MYO6
SOX17,MYO6
KLF4,MYO6
RHOX6,MYO6
MYC,MYO6
GATA3,MYO6
NR5A2,MYO6
SIX5,OVOL1
HSBP1,OVOL1
SOX4,OVOL1
HES1,OVOL1
NKRF,OVOL1
TEAD1,OVOL1
FXR2,OVOL1
PRDM1,OVOL1
DNAJC2,OVOL1
NAA15,OVOL1
EOMES,LTBP4
SOX2,LTBP4
KLF4,LTBP4
POU5F1,LTBP4
KLF4,WDR45
GATA3,WDR45
EOMES,WDR45
JARID2,EPHA2
POU5F1,EPHA2
GATA3,EPHA2
EOMES,EPHA2
SOX2,EPHA2
KLF4,EPHA2
SMAD7,EPHA2
SOX7,RB1
PITX1,RB1
MYBBP1A,RB1
ZFP592,RB1
E2F6,RB1
FXR2,RB1
HCFC1,RB1
PURA,RB1
TNFAIP3,RB1
KLF8,RB1
GATA3,TFRC
PRDM14,TFRC
ETV3,TDGF1
JARID2,TDGF1
POU5F1,TDGF1
NANOG,TDGF1
MEF2C,TDGF1
EOMES,TDGF1
SOX2,TDGF1
SMAD7,TDGF1
PRDM14,TDGF1
ESRRB,TDGF1
STAT4,RERE
DDB2,RERE
ZFHX3,RERE
KEAP1,RERE
ZEB2,RERE
ZSWIM4,RERE
GTF2I,RERE
UBTF,RERE
COPS2,RERE
PHF2,RERE
KLF4,RCN3
NANOG,RCN3
POU5F1,RCN3
GATA3,RCN3
NFIB,POU6F1
GTF3C1,POU6F1
EZH1,POU6F1
TRRAP,POU6F1
MAPK13,POU6F1
ELF4,POU6F1
SOX7,POU6F1
TFAP2C,POU6F1
ID4,POU6F1
NSD1,POU6F1
NFXL1,ILF2
EED,ILF2
KLF4,ILF2
ELL2,ILF2
ING3,ILF2
CHD4,ILF2
PDCD11,ILF2
MLXIP,ILF2
BIN1,ILF2
CBX7,ILF2
SIN3A,POU2F1
REST,POU2F1
XRCC6,POU2F1
ZIC3,POU2F1
GTF2H4,POU2F1
CBX6,POU2F1
GTF3C5,POU2F1
ELP2,POU2F1
MEF2A,POU2F1
JARID2,POU2F1
SOX2,MRAS
ZFP281,MRAS
KLF4,MRAS
NANOG,MRAS
POU5F1,MRAS
SALL4,MRAS
MYC,MRAS
TBX3,MRAS
NRIP1,MRAS
EOMES,MRAS
NANOG,JAM2
POU5F1,JAM2
NR5A2,JAM2
EOMES,JAM2
MEF2C,JAM2
SOX2,JAM2
SUZ12,JAM2
NR0B1,JAM2
ZFP281,JAM2
NRIP1,JAM2
NFIC,FOXO3
TRP53,FOXO3
THRAP3,FOXO3
PHF1,FOXO3
TCEA1,FOXO3
SIX5,FOXO3
GLI2,FOXO3
HEXIM1,FOXO3
MLXIP,FOXO3
NACC1,FOXO3
POU5F1,PBX4
POU6F1,PBX4
PRRX2,PBX4
GLI1,PBX4
DDX58,PBX4
NR3C1,PBX4
TOX3,PBX4
ZSWIM4,PBX4
ASH2L,PBX4
TBX3,PBX4
FOXO3,ING1
TAF9,ING1
ETV5,ING1
PLAG1,ING1
SOX2,ING1
MXD4,ING1
DDX58,ING1
TAF6,ING1
ZDHHC16,ING1
TAX1BP3,ING1
PCBD1,HDAC4
ZBTB38,HDAC4
TGIF1,HDAC4
RBMX,HDAC4
POLR2K,HDAC4
TAF6L,HDAC4
NR1H2,HDAC4
FOXO3,HDAC4
MAPK11,HDAC4
TAF6,HDAC4
ZBTB10,TAF6
E2F4,TAF6
POU4F2,TAF6
BTF3,TAF6
BCLAF1,TAF6
RNF19A,TAF6
DMRT1,TAF6
MAZ,TAF6
RFX7,TAF6
CENPB,TAF6
MCM3,POLR1C
GRIN1,POLR1C
SMARCA4,POLR1C
CNOT7,POLR1C
DDX58,POLR1C
PHF2,POLR1C
CUX1,POLR1C
ASH2L,POLR1C
POLR2B,POLR1C
NRIP1,POLR1C
HNRNPAB,NFKB2
FUBP3,NFKB2
KANK2,NFKB2
TFAP4,NFKB2
APBB1,NFKB2
DDX5,NFKB2
POLR1A,NFKB2
SIX5,NFKB2
AES,NFKB2
PAX8,NFKB2
RBM14,YBX1
BMI1,YBX1
GTF3C5,YBX1
BRCA1,YBX1
CSF1,YBX1
ZFP296,YBX1
TMF1,YBX1
MCM4,YBX1
ZFP236,YBX1
KAT2B,YBX1
PKNOX2,UBTF
GTF2H4,UBTF
MLXIP,UBTF
MCM3,UBTF
ZFP768,UBTF
ILK,UBTF
CCND1,UBTF
POU2F1,UBTF
GATA6,UBTF
IRF2,UBTF
PRDM1,TAF5
LDB1,TAF5
SPEN,TAF5
TAX1BP3,TAF5
CNOT7,TAF5
CRY1,TAF5
ZFP398,TAF5
TULP3,TAF5
NFX1,TAF5
SMARCA4,TAF5
JARID2,FRRS1
POU5F1,FRRS1
NRIP1,FRRS1
KLF4,FRRS1
IRF1,GTF2A1L
CENPB,GTF2A1L
PCBP2,GTF2A1L
YBX1,GTF2A1L
ANKRD54,GTF2A1L
RFX5,GTF2A1L
DDB2,GTF2A1L
CHD4,GTF2A1L
POLR2K,GTF2A1L
HMGA1,GTF2A1L
SOX17,UBE2C
ATF5,MBD2
PLAG1,MBD2
SMARCD1,MBD2
SMARCA4,MBD2
PSIP1,MBD2
ZHX3,MBD2
NANOG,MBD2
SMURF1,MBD2
ERCC3,MBD2
SATB2,MBD2
MAML3,NRIP1
TRIM13,NRIP1
HNRNPK,NRIP1
BRPF1,NRIP1
MSC,NRIP1
ZFPM1,NRIP1
SIN3B,NRIP1
TFAP2C,NRIP1
HEY2,NRIP1
POLR2B,NRIP1
SMAD7,MAPK13
IRF6,MAPK13
NCOR1,MAPK13
ZFP423,MAPK13
CUX2,MAPK13
PHB2,MAPK13
ESRRB,MAPK13
TBX18,MAPK13
LMO4,MAPK13
PRDM5,MAPK13
GATA3,MME
JARID2,MME
TBX3,MME
KLF4,MME
CUX1,DDX58
POLR3D,DDX58
E2F2,DDX58
GRIN1,DDX58
SMARCA5,DDX58
POLR2J,DDX58
SFPQ,DDX58
MED12,DDX58
NFE2L1,DDX58
RBBP7,DDX58
TCF20,KLF9
TADA3,KLF9
RELA,KLF9
SIRT3,KLF9
DMRT1,KLF9
RNF2,KLF9
SALL1,KLF9
SATB1,KLF9
LHX2,KLF9
RBL1,KLF9
WBP11,SMARCC2
ELF1,SMARCC2
SMURF2,SMARCC2
MXD4,SMARCC2
GATA4,SMARCC2
TGIF1,SMARCC2
KAT2B,SMARCC2
RAD54B,SMARCC2
RBBP4,SMARCC2
GATAD2B,SMARCC2
ZIC3,FIZ1
NFKBIA,FIZ1
TBX3,FIZ1
HSF2,FIZ1
ETV6,FIZ1
CREB5,FIZ1
SRF,FIZ1
TAF1A,FIZ1
NFYA,FIZ1
MEF2A,FIZ1
AES,EWSR1
EED,EWSR1
SSBP4,EWSR1
E2F1,EWSR1
KNTC1,EWSR1
TEAD3,EWSR1
TAF9,EWSR1
NFIB,EWSR1
XRCC6,EWSR1
HIF1A,EWSR1
TRIP6,CENPB
MYBL2,CENPB
TEAD3,CENPB
ESRRB,CENPB
E2F2,CENPB
IKBKB,CENPB
KLF15,CENPB
PIAS1,CENPB
NFYA,CENPB
HNRNPD,CENPB
SOX2,APOE
KLF4,APOE
JARID2,APOE
MSC,APOE
POU5F1,APOE
MYC,APOE
GATA3,APOE
SKIL,ESRRB
POU6F1,ESRRB
MCM2,ESRRB
SMARCC2,ESRRB
BTF3,ESRRB
ELL3,ESRRB
CDC5L,ESRRB
SMARCB1,ESRRB
GTF2H3,ESRRB
NFE2L1,ESRRB
MED15,BARD1
MPHOSPH8,BARD1
PA2G4,BARD1
SATB1,BARD1
RUNX1,BARD1
ID3,BARD1
MYBL2,BARD1
ZFP335,BARD1
ELK4,BARD1
ZMYND11,BARD1
POU5F1,DPPA4
SOX2,DPPA4
ZFP281,DPPA4
JARID2,DPPA4
POU5F1,NEDD4
ETS1,TSHZ3
SMAD3,TSHZ3
CHD4,TSHZ3
MYC,TSHZ3
H1F0,TSHZ3
ETV6,TSHZ3
ING1,TSHZ3
RNF6,TSHZ3
OVOL1,TSHZ3
SMARCAD1,TSHZ3
HTT,TAF1
POU5F1,TAF1
BRCA1,TAF1
RB1,TAF1
MPHOSPH8,TAF1
ESRRA,TAF1
ZMYND11,TAF1
IRF3,TAF1
PITX2,TAF1
CITED1,TAF1
ATM,WWTR1
MYCN,WWTR1
PMS1,WWTR1
TAF6L,WWTR1
PEG3,WWTR1
TIMELESS,WWTR1
CBX4,WWTR1
NRF1,WWTR1
BTBD11,WWTR1
ANKRD54,WWTR1
ETV5,NFXL1
TRIM25,NFXL1
KLF8,NFXL1
PER1,NFXL1
RELA,NFXL1
MPHOSPH8,NFXL1
RAD54B,NFXL1
DIDO1,NFXL1
FOXP1,NFXL1
GRIN1,NFXL1
BTF3,NFE2L2
POLR2B,NFE2L2
TWIST1,NFE2L2
CIC,NFE2L2
HMGA1,NFE2L2
KLF9,NFE2L2
BTBD11,NFE2L2
NR2C1,NFE2L2
ING1,NFE2L2
RBPJ,NFE2L2
POU5F1,HIST1H1A
SOX2,HIST1H1A
TCF7L2,GLIPR2
NRIP1,GLIPR2
SMAD7,GLIPR2
ESRRB,GLIPR2
POU5F1,GLIPR2
GATA3,GLIPR2
TBX3,GLIPR2
SUZ12,GLIPR2
EOMES,GLIPR2
SOX2,GLIPR2
DAZAP2,KAT2B
ARID1A,KAT2B
RBL1,KAT2B
TMF1,KAT2B
CRAMP1L,KAT2B
RBM14,KAT2B
HOXD13,KAT2B
RCOR2,KAT2B
HNRNPK,KAT2B
ZFP219,KAT2B
NR2F6,PURA
NANOG,PURA
HDAC10,PURA
CEBPZ,PURA
SALL4,PURA
PBXIP1,PURA
MEN1,PURA
KLF15,PURA
SSBP4,PURA
H1F0,PURA
NRIP1,KDM3A
KLF4,KDM3A
ESRRB,KDM3A
POU5F1,KDM3A
SALL4,KDM3A
GATA3,KDM3A
EOMES,KDM3A
SOX2,KDM3A
TRP53BP1,KLF6
GLI2,KLF6
EBF4,KLF6
NFIA,KLF6
HTT,KLF6
ID3,KLF6
MAPK13,KLF6
ERF,KLF6
STAT5A,KLF6
NR1D2,KLF6
MEF2A,NCOA6
TIMELESS,NCOA6
SOX15,NCOA6
TOX4,NCOA6
ELF3,NCOA6
MKX,NCOA6
MAML1,NCOA6
GTF3C1,NCOA6
ATF5,NCOA6
TWIST1,NCOA6
RFX7,ZFP42
RARG,ZFP42
ZFP446,ZFP42
SP1,ZFP42
ING3,ZFP42
SOX2,ZFP42
HNF4A,ZFP42
ECD,ZFP42
BIN1,ZFP42
TOP2B,ZFP42
FOXP1,PRRX2
PELP1,PRRX2
ZFPM1,PRRX2
SRSF6,PRRX2
ING1,PRRX2
HTT,PRRX2
CTCF,PRRX2
CHD7,PRRX2
NKRF,PRRX2
MCM2,PRRX2
HEY2,ZFP91
ZIC3,ZFP91
XAB2,ZFP91
TAX1BP3,ZFP91
SMARCB1,ZFP91
ARID1A,ZFP91
ID2,ZFP91
KLF10,ZFP91
ELL3,ZFP91
POLR2K,ZFP91
NRIP1,D230025D16RIK
NR0B1,D230025D16RIK
NANOG,D230025D16RIK
GATA3,D230025D16RIK
SOX2,D230025D16RIK
NR4A1,NFX1
HES6,NFX1
RELA,NFX1
SERTAD2,NFX1
GLI2,NFX1
ELK4,NFX1
XBP1,NFX1
ID3,NFX1
TAF6,NFX1
TOX3,NFX1
ETV3,PARVB
NANOG,PARVB
POU5F1,PARVB
SALL4,PARVB
GATA3,PARVB
SOX2,PARVB
SMAD4,PARVB
NRIP1,PARVB
KLF4,PARVB
ZEB2,GLI2
NR1D2,GLI2
DR1,GLI2
HNF4A,GLI2
CNOT7,GLI2
CCND1,GLI2
PRDM1,GLI2
TOPORS,GLI2
CENPB,GLI2
NCOA6,GLI2
MSC,LDHB
NANOG,LDHB
SALL4,LDHB
OTX2,LDHB
CBX8,LDHB
TCF7L2,LDHB
NRIP1,LDHB
KLF4,LDHB
ESRRB,LDHB
ZFP281,LDHB
NANOG,CMKLR1
EOMES,CMKLR1
MYCN,CMKLR1
SOX2,CMKLR1
TCEA3,CMKLR1
TFAP4,DAB2
ZFP277,DAB2
TEAD3,DAB2
TEAD4,DAB2
MBD2,DAB2
RBPJ,DAB2
HCFC1,DAB2
ILK,DAB2
MLLT1,DAB2
MAPK3,DAB2
DDX58,NFKBIA
ETS1,NFKBIA
ZFHX3,NFKBIA
PHC1,NFKBIA
IRF2,NFKBIA
RBFOX2,NFKBIA
ZBTB24,NFKBIA
PITX2,NFKBIA
HIST1H1B,NFKBIA
ANKRD54,NFKBIA
EBF1,NACC1
PARP1,NACC1
TRIM25,NACC1
SSB,NACC1
E2F1,NACC1
ELL3,NACC1
SALL1,NACC1
NR4A1,NACC1
BTG1,NACC1
NONO,NACC1
NRIP1,KANK3
JARID2,KANK3
NANOG,KANK3
GATA3,KANK3
SOX2,KANK3
LDB1,UTF1
POLR1A,UTF1
CUX2,UTF1
NR0B1,UTF1
BMP6,UTF1
ZFAND3,UTF1
GTF2H4,UTF1
HSF2BP,UTF1
GLIS2,UTF1
NFKB2,UTF1
HEXIM1,ZDHHC15
SFPQ,ZDHHC15
CUX1,ZDHHC15
TRIM25,ZDHHC15
IRF1,ZDHHC15
ZBTB43,ZDHHC15
TRP53BP1,ZDHHC15
FOXP1,ZDHHC15
ZFP592,ZDHHC15
CREB3L2,ZDHHC15
NFIB,DAXX
NPAS2,DAXX
ORC2,DAXX
PREB,DAXX
AIP,DAXX
TRIM28,DAXX
STAT5A,DAXX
TCEA3,DAXX
TRIM24,DAXX
RYBP,DAXX
JARID2,GSR
POU5F1,GSR
ASH2L,RBPJ
BTAF1,RBPJ
DEK,RBPJ
MCM2,RBPJ
YEATS4,RBPJ
IRF4,RBPJ
SFPQ,RBPJ
ELK1,RBPJ
ARID5B,RBPJ
GLI2,RBPJ
ZBTB43,FOXA2
ATF3,FOXA2
CREB3,FOXA2
RBL1,FOXA2
ETV4,FOXA2
PHF14,FOXA2
PDCD11,FOXA2
HCFC1,FOXA2
XRCC5,FOXA2
ANKRD6,FOXA2
SOX2,SNHG12
NRIP1,CST3
POU5F1,CST3
MEF2C,CST3
GATA3,CST3
EOMES,CST3
GNRH1,DR1
POU2F1,DR1
SMURF2,DR1
RB1,DR1
SMARCA5,DR1
PIAS2,DR1
POLR2J,DR1
PHF12,DR1
PCBP2,DR1
PROX1,DR1
NFE2L2,ZFP398
SIX1,ZFP398
RAD51,ZFP398
SSB,ZFP398
ZFP91,ZFP398
MED31,ZFP398
CCND1,ZFP398
NFXL1,ZFP398
DNMT1,ZFP398
ZFP276,ZFP398
SMARCAD1,TBL1X
HMGA1,TBL1X
RUNX3,TBL1X
EBF4,TBL1X
MITF,TBL1X
STAT5B,TBL1X
SIX5,TBL1X
TOX3,TBL1X
HDAC5,TBL1X
JUN,TBL1X
XRCC6,NR1D1
XAB2,NR1D1
EZH1,NR1D1
EWSR1,NR1D1
DDIT3,NR1D1
IRF1,NR1D1
NR3C1,NR1D1
TCERG1,NR1D1
TOP2B,NR1D1
ATF3,NR1D1
KRBA1,TOPORS
DNAJC2,TOPORS
RYBP,TOPORS
ETV1,TOPORS
RFX7,TOPORS
NONO,TOPORS
FOXA2,TOPORS
POLR1C,TOPORS
ZDHHC16,TOPORS
ELL3,TOPORS
AIP,HES6
TRIM25,HES6
RCOR2,HES6
ZMYM2,HES6
RFX2,HES6
SMURF1,HES6
EP300,HES6
RYBP,HES6
E2F6,HES6
XRCC5,HES6
DDIT3,HNRNPK
SP1,HNRNPK
TCF12,HNRNPK
USF1,HNRNPK
ELP2,HNRNPK
NR2F6,HNRNPK
BTAF1,HNRNPK
MYBBP1A,HNRNPK
CIC,HNRNPK
HDAC3,HNRNPK
PRDM14,TSPAN9
SUZ12,TSPAN9
POU5F1,TSPAN9
FXR2,ARNT2
POLR3B,ARNT2
COPS2,ARNT2
SMARCA4,ARNT2
RAD54B,ARNT2
ABT1,ARNT2
PRDM14,ARNT2
ORC2,ARNT2
KNTC1,ARNT2
PHF12,ARNT2
MAML1,TFCP2L1
RBM14,TFCP2L1
TEAD3,TFCP2L1
MTA3,TFCP2L1
TRRAP,TFCP2L1
MDM2,TFCP2L1
RNF6,TFCP2L1
TAF10,TFCP2L1
FOXD3,TFCP2L1
NFE2L1,TFCP2L1
SKIL,ZFP296
ZBTB3,ZFP296
POLR3B,ZFP296
BRCA2,ZFP296
NR1D2,ZFP296
ILK,ZFP296
SAP30,ZFP296
ATF4,ZFP296
NANOG,ZFP296
HIST1H1D,ZFP296
KDM5B,SOX4
POU2F1,SOX4
BRD7,SOX4
MAPK3,SOX4
NR2F6,SOX4
HNF4A,SOX4
NR1D1,SOX4
E2F2,SOX4
JMJD1C,SOX4
RBL1,SOX4
ERCC8,OTX2
MED21,OTX2
SOX2,OTX2
ZFP462,OTX2
HNF4A,OTX2
PARP1,OTX2
CNOT7,OTX2
FOXH1,OTX2
TEAD3,OTX2
PAX8,OTX2
DDX54,BRCA2
MCM2,BRCA2
MCM6,BRCA2
IRF2,BRCA2
ZFHX3,BRCA2
NFYA,BRCA2
DIDO1,BRCA2
OVOL1,BRCA2
XRCC6,BRCA2
DCP1A,BRCA2
NR1H2,ZEB2
TBX3,ZEB2
FUBP3,ZEB2
TIMELESS,ZEB2
MCM5,ZEB2
EP400,ZEB2
BAZ1A,ZEB2
EZH2,ZEB2
PHF2,ZEB2
POU6F1,ZEB2
SALL1,TCF7
MEIS1,TCF7
GTF3C5,TCF7
MITF,TCF7
POLR1C,TCF7
EZH2,TCF7
TBX3,TCF7
HEXIM1,TCF7
POLR1E,TCF7
ELF1,TCF7
CENPB,KLF10
PIAS3,KLF10
MCM3,KLF10
ARL6IP5,KLF10
NDN,KLF10
NCOA6,KLF10
TAF5,KLF10
MYBL2,KLF10
GTF2H4,KLF10
HSPB1,KLF10
RUNX1,RUNX1
RFX2,RUNX1
CUX2,RUNX1
WWTR1,RUNX1
BCLAF1,RUNX1
ARID3B,RUNX1
CIC,RUNX1
JMJD1C,RUNX1
ID3,RUNX1
SMARCA5,RUNX1
ZFP335,POU4F1
TEAD3,POU4F1
MYC,POU4F1
CREB5,POU4F1
FOXJ2,POU4F1
LDB1,POU4F1
HNRNPK,POU4F1
ORC2,POU4F1
PRDM1,POU4F1
NFX1,POU4F1
SOX17,LAMA1
KLF4,LAMA1
EOMES,LAMA1
SUZ12,LAMA1
SOX2,LAMA1
POU5F1,LAMA1
MEF2C,LAMA1
TCF7L2,LAMA1
OTX2,LAMA1
GATA3,LAMA1
EP400,NFYA
FOXO3,NFYA
POU2F1,NFYA
NCOA3,NFYA
ETV1,NFYA
SMARCD1,NFYA
SALL4,NFYA
ID4,NFYA
NFIC,NFYA
ERF,NFYA
ZFP236,MLXIPL
ETV5,MLXIPL
TBL1X,MLXIPL
NR5A2,MLXIPL
RBL1,MLXIPL
SALL4,MLXIPL
COPS2,MLXIPL
SIX5,MLXIPL
ZBTB24,MLXIPL
SMARCC2,MLXIPL
KLF4,PHF1
KLF3,PHF1
ESPL1,PHF1
DDX58,PHF1
NR4A1,PHF1
CHD4,PHF1
DDB2,PHF1
FIZ1,PHF1
PAPOLA,PHF1
ETV6,PHF1
POLR1C,DMRT1
EHMT2,DMRT1
BRPF1,DMRT1
XBP1,DMRT1
NR1D2,DMRT1
MCM3,DMRT1
ZFP36L1,DMRT1
GTF2H4,DMRT1
E2F1,DMRT1
PRRX2,DMRT1
HMGA2,SAP30
DNMT3A,SAP30
TCEA3,SAP30
CDC5L,SAP30
RAD54B,SAP30
HIF1A,SAP30
PDCD11,SAP30
PIAS1,SAP30
NONO,SAP30
NRF1,SAP30
RBBP4,CREB3
ZDHHC15,CREB3
IRF1,CREB3
HIF1A,CREB3
FXR1,CREB3
DAZAP2,CREB3
NOTCH1,CREB3
MBD2,CREB3
POLR2J,CREB3
SSB,CREB3
SALL4,ZYX
MYC,ZYX
ESRRB,ZYX
SOX2,ZYX
KLF4,ZYX
SUZ12,ZYX
ZFP281,ZYX
NRIP1,ZYX
NANOG,ZYX
POU5F1,ZYX
KLF4,SLC6A6
ZIC3,NR1H2
RAD51,NR1H2
TOX4,NR1H2
ZFP281,NR1H2
NFIA,NR1H2
BRD7,NR1H2
CHD5,NR1H2
DNMT3A,NR1H2
RARA,NR1H2
NR1H2,NR1H2
PBXIP1,TFEB
SRRT,TFEB
SMURF1,TFEB
PIAS3,TFEB
ZMYND11,TFEB
SND1,TFEB
CSF1,TFEB
ZDHHC15,TFEB
TAF6L,TFEB
MCM2,TFEB
MAML1,MAPK11
AATF,MAPK11
