TF_gene,Target_gene
BATF3,NOTCH2
DEK,NOTCH2
SUPT4H1,NOTCH2
ARL6IP5,NOTCH2
DNMT1,NOTCH2
POLR1D,NOTCH2
GTF2A2,NOTCH2
ARID1B,NOTCH2
CCRN4L,NOTCH2
TNF,LAMP1
TLR4,CD14
MYD88,CD14
TNF,CD14
ZFML,ZNRD1
POLR2A,ZNRD1
SRSF3,ZNRD1
ZFHX3,ZNRD1
LMO4,ZNRD1
RNF4,ZNRD1
TCF12,ZNRD1
IRF2,ZNRD1
CBFB,ZNRD1
HNRNPAB,ZNRD1
AKT1,GNG5
MAPK14,GNG5
MAPK3,PTGES3
NR3C1,PTGES3
MAPK1,PTGES3
EDF1,PTGES3
AHR,PTGES3
CDC5L,CAPG
POLR2C,RPS29
EIF5B,RPS29
NFKB1,PSME1
NFKBIA,PSME1
BUB3,PSME1
NFKBIB,PSME1
TNF,PSME1
TCEB2,PSME1
HIF1A,PSME1
REL,PSME1
RELA,PSME1
TCEB1,PSME1
POLR2I,FOS
ELL2,FOS
PCBD2,FOS
MATR3,FOS
ZNRD1,FOS
TIAL1,FOS
DDX5,FOS
UPF1,FOS
ETS2,FOS
TRPS1,FOS
STAT3,NCOR1
MYD88,NCOR1
TCF12,NCOR1
TGIF1,NCOR1
ZEB2,NCOR1
AKT1,NCOR1
SSRP1,NCOR1
YEATS4,NCOR1
SMAD2,NCOR1
SMARCA5,NCOR1
RELA,CXCL2
NFKB1,CXCL2
TLR4,CXCL2
JUN,CXCL2
JUP,CXCL2
TNF,CXCL2
NFKBIZ,CXCL2
MED27,FABP4
CREBBP,FABP4
NCOA3,FABP4
NCOR2,FABP4
MED15,FABP4
MED1,FABP4
THRAP3,FABP4
CEBPA,FABP4
MED21,FABP4
NCOR1,FABP4
AKT1,RPS6
RNPS1,RPS6
BTF3,RPS6
PA2G4,RPS6
EIF5B,RPS6
UPF1,RPS6
UBP1,SUPT4H1
STAT1,SUPT4H1
KLF4,SUPT4H1
ELL2,SUPT4H1
TCOF1,SUPT4H1
SKI,SUPT4H1
EHMT2,SUPT4H1
HNRNPAB,SUPT4H1
MAFF,SUPT4H1
SRSF9,SUPT4H1
POLR2E,NAP1L4
SSRP1,NAP1L4
RLIM,NAP1L4
CSDE1,NAP1L4
HMGB2,NAP1L4
TOB1,NAP1L4
MED15,NAP1L4
TRERF1,NAP1L4
MCM4,NAP1L4
ZFP410,NAP1L4
CTNNB1,PSMA6
BUB3,PSMA6
TCEB2,PSMA6
TRP53,PSMA6
NFKBIA,PSMA6
TCEB1,PSMA6
HIF1A,PSMA6
NFKB1,PSMA6
REL,PSMA6
RELA,PSMA6
BTF3,RPL36A
EIF5B,RPL36A
CTCFL,ELF2
MCM7,ELF2
TCF7L2,ELF2
POLR2J,ELF2
SP1,ELF2
SRRM1,ELF2
NFKB1,ELF2
CREBBP,ELF2
SIRT2,ELF2
YBX1,ELF2
RUNX1,TSC22D4
POLR2C,TSC22D4
BIN1,TSC22D4
TOP2B,TSC22D4
HTATIP2,TSC22D4
SMARCC2,TSC22D4
SFPQ,TSC22D4
KDM5C,TSC22D4
RBBP7,TSC22D4
SSB,TSC22D4
NFKB1,LYZ2
PA2G4,LYZ2
JUP,LYZ2
MAPK1,LYZ2
TCEB1,RLIM
GTF2E2,RLIM
EWSR1,RLIM
ZFML,RLIM
TCEB2,RLIM
SSRP1,RLIM
ATF4,RLIM
SSB,RLIM
KLF13,RLIM
POLR1D,RLIM
CNOT8,TARBP2
CDC5L,TARBP2
RBM39,TARBP2
EZH2,TARBP2
SNRPB,TARBP2
CENPB,TARBP2
PCBD2,TARBP2
GTF2F1,TARBP2
HAX1,TARBP2
TCEA1,TARBP2
NFE2L2,TRERF1
AIP,TRERF1
AGAP3,TRERF1
DAZAP2,TRERF1
KLF4,TRERF1
LASS5,TRERF1
YBX1,TRERF1
TARBP2,TRERF1
NFAT5,TRERF1
UPF1,TRERF1
TLR4,CLEC4N
EIF5B,RPS12
POLR2J,PCNA
KPNA2,PCNA
SMARCA5,PCNA
DDB1,PCNA
POLR2I,PCNA
MCM5,PCNA
PARP1,PCNA
TCEA1,PCNA
APEX1,PCNA
RFC1,PCNA
SMARCA5,EIF5B
RUNX1,EIF5B
POLR2I,EIF5B
AEBP2,EIF5B
TCEB2,EIF5B
TCERG1,EIF5B
TNF,EIF5B
DOT1L,EIF5B
BATF3,EIF5B
ARID1B,EIF5B
WBP11,BTF3
JUNB,BTF3
DDB1,BTF3
NFAT5,BTF3
FLI1,BTF3
HOPX,BTF3
UPF1,BTF3
DAZAP2,BTF3
BHLHE40,BTF3
HNRNPAB,BTF3
POLR1D,AES
MYST2,AES
TRPS1,AES
NFAT5,AES
AGAP3,AES
ASH1L,AES
ARID1B,AES
HOPX,AES
TARBP2,AES
SFPI1,AES
TBPL1,LDB1
PER1,LDB1
CSDE1,LDB1
HMGA1,LDB1
CBX3,LDB1
SMARCC2,LDB1
EHMT2,LDB1
TFDP1,LDB1
SUZ12,LDB1
SKI,LDB1
ETS2,SNAPC5
NCOA3,SNAPC5
CIC,SNAPC5
POLR1D,SNAPC5
PARP1,SNAPC5
HDAC1,SNAPC5
ZFML,SNAPC5
NFKBIA,SNAPC5
KDM2B,SNAPC5
NME2,SNAPC5
NONO,POLR2J
CREBBP,POLR2J
ZFP410,POLR2J
NFKBIB,POLR2J
RFC1,POLR2J
AKT1,POLR2J
COPS2,POLR2J
EHMT2,POLR2J
ILF3,POLR2J
MED27,POLR2J
POLR2D,SIRT7
TSC22D4,SIRT7
ID3,SIRT7
ZBTB7A,SIRT7
TAF7,SIRT7
SRSF5,SIRT7
TCEB3,SIRT7
AGAP3,SIRT7
AES,SIRT7
TRPS1,SIRT7
FXR1,ATF2
PCBP2,ATF2
SUPT5H,ATF2
ELF1,ATF2
BACH1,ATF2
SMARCE1,ATF2
SMARCB1,ATF2
CCRN4L,ATF2
NFKBIA,ATF2
DNMT3A,ATF2
HTATIP2,COPS2
SUPT4H1,COPS2
EDF1,COPS2
ASH1L,COPS2
MYD88,COPS2
IVNS1ABP,COPS2
GTF2F1,COPS2
MAPK1,COPS2
HDGF,COPS2
SNRPB,COPS2
FOXJ3,SRRT
DENND4A,SRRT
KLF10,SRRT
DEK,SRRT
SNRPD1,SRRT
AHR,SRRT
TARBP2,SRRT
HDGF,SRRT
SIRT2,SRRT
MCM3,SRRT
PA2G4,RPS16
EIF5B,RPS16
BTF3,RPS16
HNRNPD,PSMB1
TRP53,PSMB1
NFKB1,PSMB1
HIF1A,PSMB1
CTNNB1,PSMB1
NFKBIB,PSMB1
NFKBIA,PSMB1
TCEB1,PSMB1
BUB3,PSMB1
TCEB2,PSMB1
BIN1,ARPC5
DAB2,ARPC5
HNRNPD,CBFA2T3
MEF2A,CBFA2T3
NFIL3,CBFA2T3
RBPJ,CBFA2T3
TAF7,CBFA2T3
NFKBIZ,CBFA2T3
MAFF,CBFA2T3
SUPT6H,CBFA2T3
RNPS1,CBFA2T3
NCOR2,CBFA2T3
SRSF9,NFKBIA
H1F0,NFKBIA
CNOT2,NFKBIA
YBX1,NFKBIA
APEX1,NFKBIA
TCERG1,NFKBIA
KLF10,NFKBIA
MED15,NFKBIA
HMG20B,NFKBIA
SUPT5H,NFKBIA
SMAD4,BUB3
SRSF1,BUB3
THRAP3,BUB3
TAF6,BUB3
GTF2A1,BUB3
JUNB,BUB3
DDX5,BUB3
NR4A1,BUB3
DOT1L,BUB3
CSDA,BUB3
HIF1A,TLR4
TNF,TLR4
ZEB2,TLR4
NFKBIB,TLR4
FOS,TLR4
CSDA,TLR4
DENND4A,TLR4
SRSF6,TLR4
SNAPC5,TLR4
PBRM1,TLR4
PA2G4,RPLP0
CDC5L,RPLP0
ATF6,CANX
XBP1,CANX
MAPK1,TUBA1A
MED1,TUBA1A
ASH1L,TUBA1A
COPS5,TUBA1A
HMG20A,TUBA1A
DPF2,TUBA1A
MATR3,TUBA1A
MYD88,TUBA1A
USF2,TUBA1A
H1F0,TUBA1A
ZMYM2,FLI1
MLL2,FLI1
CREM,FLI1
ATF2,FLI1
RBL2,FLI1
NSD1,FLI1
POLR2E,FLI1
TFDP1,FLI1
LDB1,FLI1
ZFX,FLI1
TLR4,TANK
TRP53,CD24A
STAT3,CD24A
MKL2,ZFP410
POLR2C,ZFP410
SND1,ZFP410
CTCFL,ZFP410
TARBP2,ZFP410
TARDBP,ZFP410
BTF3,ZFP410
SRSF5,ZFP410
GTF2F1,ZFP410
ZFP36L1,ZFP410
COPS2,CISH
COPS5,CISH
TCEB2,CISH
STAT3,CISH
STAT6,CISH
STAT1,CISH
TCEB1,CISH
MBD2,SMAD4
NCOR1,SMAD4
MYEF2,SMAD4
CDC5L,SMAD4
IRF4,SMAD4
KLF10,SMAD4
MYST2,SMAD4
TARDBP,SMAD4
XBP1,SMAD4
GTF2B,SMAD4
CDC5L,ACTB
RUVBL2,ACTB
SMARCE1,ACTB
POLR2F,ACTB
AKT1,ACTB
SMARCA4,ACTB
TRP53,ACTB
ZNRD1,ACTB
COPS2,ACTB
DDB1,ACTB
PCBD2,NR4A1
SUPT16H,NR4A1
SMAD2,NR4A1
SFPQ,NR4A1
GTF2E2,NR4A1
NR4A1,NR4A1
ZFML,NR4A1
TRIM28,NR4A1
UBP1,NR4A1
DENND4A,NR4A1
MAPK1,GDI2
DENND4A,GDI2
PA2G4,GDI2
LASS5,TOP2B
SUZ12,TOP2B
SRSF3,TOP2B
XBP1,TOP2B
ATF3,TOP2B
HNRNPAB,TOP2B
PREB,TOP2B
KLF6,TOP2B
RBBP4,TOP2B
CTCF,TOP2B
PA2G4,EIF3K
PHB2,NDUFB8
SRRT,SFPI1
KLF13,SFPI1
IRF1,SFPI1
H1F0,SFPI1
MATR3,SFPI1
NFKB1,SFPI1
POLR2I,SFPI1
CIC,SFPI1
SUB1,SFPI1
DOT1L,SFPI1
SMAD2,AKT1
KHDRBS1,AKT1
ZFP91,AKT1
KDM2B,AKT1
GTF2A2,AKT1
SND1,AKT1
SUB1,AKT1
HNRNPAB,AKT1
ARID1B,AKT1
DEK,AKT1
SSB,SNRPG
MATR3,SNRPG
SNRPB,SNRPG
TCERG1,SNRPG
CDC5L,SNRPG
TARDBP,SNRPG
SNRPD1,SNRPG
NFKB1,PSME2
RELA,PSME2
TCEB1,PSME2
HNRNPD,PSME2
REL,PSME2
HIF1A,PSME2
NFKBIB,PSME2
BUB3,PSME2
TRP53,PSME2
TNF,PSME2
PAPOLA,EWSR1
RUVBL2,EWSR1
UBTF,EWSR1
AGAP3,EWSR1
NFIL3,EWSR1
SKI,EWSR1
POLR2B,EWSR1
FUBP3,EWSR1
KDM5A,EWSR1
BTF3,EWSR1
RBBP4,ZEB2
CBX3,ZEB2
BAZ1A,ZEB2
SMARCA4,ZEB2
ATF6,ZEB2
DPF2,ZEB2
CTCF,ZEB2
RUNX1,ZEB2
TUBA1A,ZEB2
ASH1L,ZEB2
POLR2E,SNRPE
HNRNPAB,SNRPE
SNRPD1,SNRPE
MATR3,SNRPE
CDC5L,SNRPE
HNRNPK,SNRPE
SRSF3,SNRPE
TARDBP,SNRPE
SNRPB,SNRPE
POLR2F,SNRPE
KLF4,NFE2L2
WBP11,NFE2L2
SND1,NFE2L2
HHEX,NFE2L2
ARL6IP5,NFE2L2
EDF1,NFE2L2
POLR2F,NFE2L2
RELA,NFE2L2
ING1,NFE2L2
HOPX,NFE2L2
TLR4,CD36
MAPK14,CDC42
AKT1,CDC42
MAPK3,CDC42
PA2G4,RPL4
UPF1,RPL4
RNPS1,RPL4
MAPK1,AP2M1
BIN1,AP2M1
DAB2,AP2M1
TAF9,APRT
RBBP4,MED8
NFE2L2,MED8
ELF2,MED8
BUB3,MED8
BHLHE40,MED8
CHD1,MED8
CTNNB1,MED8
NR4A1,MED8
CBX3,MED8
MYD88,MED8
HHEX,SNRPB
IRF2,SNRPB
CEBPA,SNRPB
DEK,SNRPB
POLR2G,SNRPB
NCOA4,SNRPB
HAX1,SNRPB
TAF6,SNRPB
MED15,SNRPB
HMGA1,SNRPB
MDM2,KLF10
TAF12,KLF10
FUBP3,KLF10
RBM39,KLF10
KDM5A,KLF10
SERTAD2,KLF10
JUNB,KLF10
SIN3B,KLF10
ARL6IP5,KLF10
DAZAP2,KLF10
SRSF1,TCEB3
BIN1,TCEB3
PBRM1,TCEB3
JMJD1C,TCEB3
TOB1,TCEB3
TAF12,TCEB3
FOXJ3,TCEB3
BCLAF1,TCEB3
AES,TCEB3
JUP,TCEB3
ARL6IP5,ETV3
AFF4,ETV3
SRSF3,ETV3
RBBP4,ETV3
TNFAIP3,ETV3
TBPL1,ETV3
TAX1BP3,ETV3
TARBP2,ETV3
RAD51,ETV3
RFX7,ETV3
ARID1A,MAFF
NFKB1,MAFF
MAPK14,MAFF
POLR2H,MAFF
ARL6IP5,MAFF
GATAD2A,MAFF
DENND4A,MAFF
ETS2,MAFF
SIN3B,MAFF
HHEX,MAFF
HMG20A,MYD88
MAPK14,MYD88
RUVBL2,MYD88
FLI1,MYD88
POLR2D,MYD88
ZFP410,MYD88
TCOF1,MYD88
CHD1,MYD88
TARDBP,MYD88
MATR3,MYD88
TRP53,IDH1
DNMT3A,IDH1
DDX5,CREM
MCM6,CREM
CNOT2,CREM
RBM39,CREM
SKIL,CREM
SSRP1,CREM
MED27,CREM
TRIM28,CREM
CSDA,CREM
MKL2,CREM
SUB1,ZFML
TOP2B,ZFML
POLR2A,ZFML
MBD2,ZFML
SIRT2,ZFML
POLR2D,ZFML
EHMT1,ZFML
HOPX,ZFML
SRSF2,ZFML
SIRT7,ZFML
RLIM,CSDA
BCLAF1,CSDA
RBL2,CSDA
NFKB1,CSDA
TFDP1,CSDA
PER1,CSDA
MATR3,CSDA
KLF10,CSDA
KDM5C,CSDA
HNRNPD,CSDA
MAPK14,CYBA
BTG1,SRSF2
MCM3,SRSF2
TRIM28,SRSF2
FOSL2,SRSF2
ZNRD1,SRSF2
MED1,SRSF2
TOP2B,SRSF2
ASH1L,SRSF2
ATF6,SRSF2
CTNNB1,SRSF2
STAT3,IL2RG
STAT6,IL2RG
STAT1,IL2RG
WHSC1L1,USF2
BTF3,USF2
ZFP148,USF2
CTCFL,USF2
CHD1,USF2
DDB1,USF2
GTF2F1,USF2
GTF2I,USF2
SRSF3,USF2
ATF6,USF2
SMARCA4,MCM3
POLR2K,MCM3
PAPOLA,MCM3
KLF4,MCM3
SMARCA5,MCM3
SIRT2,MCM3
ILK,MCM3
GTF2F1,MCM3
ELL2,MCM3
SMAD4,MCM3
BTG2,ID3
SRSF2,ID3
RFX7,ID3
BATF3,ID3
EIF5B,ID3
ZFP148,ID3
CSDE1,ID3
MAPK3,ID3
EHMT1,ID3
TCERG1,ID3
UPF1,FAU
RNPS1,FAU
NFX1,ZBTB7A
MLL2,ZBTB7A
MED21,ZBTB7A
COPS5,ZBTB7A
MBD2,ZBTB7A
PA2G4,ZBTB7A
CNOT2,ZBTB7A
ETS2,ZBTB7A
NOTCH2,ZBTB7A
MED8,ZBTB7A
SMAD4,DAB2
FLI1,DAB2
H1F0,DAB2
ZFHX3,DAB2
SUPT16H,DAB2
MKL2,DAB2
USF2,DAB2
WBP11,DAB2
TAF6,DAB2
APEX1,DAB2
POLR2A,IVNS1ABP
KDM5A,IVNS1ABP
POLR2B,IVNS1ABP
CBFA2T3,IVNS1ABP
ZNRD1,IVNS1ABP
MBD2,IVNS1ABP
ILF3,IVNS1ABP
PCBD2,IVNS1ABP
CENPB,IVNS1ABP
ZFP36L1,IVNS1ABP
MAPK1,ACTR2
BIN1,ACTR2
PA2G4,ACTR2
CDC5L,ACTR2
DAB2,ACTR2
NFKBIZ,TCEB2
HCFC1,TCEB2
FXR1,TCEB2
HAX1,TCEB2
SND1,TCEB2
MED1,TCEB2
CSDE1,TCEB2
TRP53,TCEB2
SRRM1,TCEB2
BTG1,TCEB2
TARDBP,RELA
EZH2,RELA
JUNB,RELA
DOT1L,RELA
SSRP1,RELA
NFKBIZ,RELA
TGIF1,RELA
HIST1H1C,RELA
BHLHE40,RELA
SFPI1,RELA
KLF4,UPF1
NONO,UPF1
HCLS1,UPF1
TOB1,UPF1
POLR2C,UPF1
TCOF1,UPF1
POLR2A,UPF1
NME2,UPF1
AFF4,UPF1
SFPI1,UPF1
PA2G4,RPL12
STAT1,CBX3
IRF2,CBX3
SIRT2,CBX3
TSG101,CBX3
PER1,CBX3
ATF6,CBX3
SF1,CBX3
DNAJC2,CBX3
KLF10,CBX3
TAX1BP3,CBX3
LDB1,CEBPA
NFIL3,CEBPA
NOTCH2,CEBPA
TAF9,CEBPA
TRP53,CEBPA
CXXC1,CEBPA
AIP,CEBPA
ZBTB7A,CEBPA
FOS,CEBPA
SF1,CEBPA
SNRPB,SSRP1
PCBP2,SSRP1
NME2,SSRP1
ZNRD1,SSRP1
ZFP148,SSRP1
POLR2B,SSRP1
ARID1A,SSRP1
RNF4,SSRP1
CTNNB1,SSRP1
SUB1,SSRP1
BTF3,RPS3
RELA,RPS3
POLR2B,RPS3
POLR2F,RPS3
POLR2C,RPS3
CDC5L,RPS3
EIF5B,RPS3
UPF1,RPS3
POLR2A,RPS3
RNPS1,RPS3
RNF4,SEPT2
TUBA1A,SEPT2
NFX1,SFPQ
BIN1,SFPQ
SND1,SFPQ
CREBBP,SFPQ
TSG101,SFPQ
POLR2E,SFPQ
TNF,SFPQ
ZFP91,SFPQ
ETV3,SFPQ
MCM5,SFPQ
GTF2A1,HMG20A
ZEB2,HMG20A
AKT1,HMG20A
NFAT5,HMG20A
EGR2,HMG20A
ZFP148,HMG20A
HBP1,HMG20A
IRF1,HMG20A
HSBP1,HMG20A
RAD51,HMG20A
KDM2B,CTBP1
TOX4,CTBP1
SUPT4H1,CTBP1
FLI1,CTBP1
COPS5,CTBP1
POLR2A,CTBP1
SP1,CTBP1
BIN1,CTBP1
PREB,CTBP1
ELL2,CTBP1
BTF3,HOPX
PCBP2,HOPX
GTF2E2,HOPX
SMARCA5,HOPX
MAPK3,HOPX
AEBP2,HOPX
HOPX,HOPX
NFKB1,HOPX
MAPK1,HOPX
HTATIP2,HOPX
KHDRBS1,ZMYND11
REL,ZMYND11
SMARCB1,ZMYND11
KDM5A,ZMYND11
HIST1H1C,ZMYND11
MATR3,ZMYND11
MKL2,ZMYND11
BTF3,ZMYND11
LASS5,ZMYND11
RAD51,ZMYND11
BAZ1A,H1F0
MCM4,H1F0
SIRT7,H1F0
SRSF9,H1F0
IVNS1ABP,H1F0
DNMT3A,H1F0
AFF4,H1F0
FLI1,H1F0
HDAC1,H1F0
NOTCH2,H1F0
PREB,CTSZ
NFKB1,CTSZ
JUP,CTSZ
BATF3,HSBP1
KDM2B,HSBP1
CBX3,HSBP1
SRSF3,HSBP1
POLR2D,HSBP1
CIC,HSBP1
THRAP3,HSBP1
NCOR1,HSBP1
BIN1,HSBP1
KLF10,HSBP1
GATAD2A,CHD1
TAF12,CHD1
DDX5,CHD1
DEK,CHD1
TSG101,CHD1
BHLHE40,CHD1
BUB3,CHD1
HDGF,CHD1
BAZ1A,CHD1
EHMT2,CHD1
POLR2B,BACH1
CENPB,BACH1
HIST1H1C,BACH1
TSG101,BACH1
IRF1,BACH1
KLF6,BACH1
KLF10,BACH1
MAFF,BACH1
HAX1,BACH1
TOP2B,BACH1
KPNA2,CKS1B
BAZ1A,NSD1
HHEX,NSD1
CTBP1,NSD1
SUPT16H,NSD1
ZFML,NSD1
ARID1A,NSD1
MCM7,NSD1
STAT6,NSD1
HDGF,NSD1
TCERG1,NSD1
EIF5B,RPS26
POLR2J,FOXN2
MBD2,FOXN2
HNRNPK,FOXN2
BHLHE40,FOXN2
RNPS1,FOXN2
KLF10,FOXN2
TBPL1,FOXN2
POLR1D,FOXN2
TSC22D4,FOXN2
POLR2B,FOXN2
AGAP3,VDR
ZFP91,VDR
FLI1,VDR
TCEA1,VDR
BATF3,VDR
ING1,VDR
YEATS4,VDR
HMG20A,VDR
NFAT5,VDR
ZNRD1,VDR
ZFML,CTCF
TRPS1,CTCF
NFIL3,CTCF
UPF1,CTCF
BTG1,CTCF
PBRM1,CTCF
CNOT6L,CTCF
SRSF3,CTCF
CHD1,CTCF
POLR2F,CTCF
ARL6IP5,ILK
STAT3,ILK
MAPK14,ILK
DEK,ILK
NR3C1,ILK
BAZ1A,ILK
AEBP2,ILK
KDM2B,ILK
GTF2I,ILK
ZFP91,ILK
AKT1,CFL1
H1F0,TRIM28
SNRPB,TRIM28
IVNS1ABP,TRIM28
TOX4,TRIM28
HMGB2,TRIM28
CHD7,TRIM28
SMAD4,TRIM28
SMARCB1,TRIM28
KLF6,TRIM28
TCEB1,TRIM28
MDM2,RPL26
PA2G4,RPL26
UPF1,RPL26
EIF5B,RPL26
TRP53,RPL26
RNPS1,RPL26
ARL6IP5,GTF2A1
CEBPA,GTF2A1
HMGB2,GTF2A1
CBFB,GTF2A1
SMARCB1,GTF2A1
RFC1,GTF2A1
BUB3,GTF2A1
ZMYM2,GTF2A1
SMARCA5,GTF2A1
AEBP2,GTF2A1
ILK,TMSB4X
DENND4A,RUVBL2
UBTF,RUVBL2
MBD2,RUVBL2
SIRT2,RUVBL2
TRERF1,RUVBL2
TAF7,RUVBL2
HTATIP2,RUVBL2
CNOT6,RUVBL2
DNMT1,RUVBL2
HCFC1,RUVBL2
MAPK1,TUBB5
TUBA1A,TUBB5
PA2G4,TUBB5
CDC5L,TUBB5
EIF5B,RPL10
PA2G4,RPL10
AEBP2,HNRNPAB
KDM5C,HNRNPAB
TSC22D4,HNRNPAB
TSG101,HNRNPAB
SUPT6H,HNRNPAB
MED15,HNRNPAB
POLR2E,HNRNPAB
MBD2,HNRNPAB
UBE2K,HNRNPAB
SUPT4H1,HNRNPAB
AGAP3,DNMT3A
KDM5A,DNMT3A
CBFB,DNMT3A
HMG20B,DNMT3A
ARID1A,DNMT3A
TARBP2,DNMT3A
MED27,DNMT3A
RBPJ,DNMT3A
SIRT2,DNMT3A
LASS2,DNMT3A
UBP1,SKI
SMARCA4,SKI
RBPJ,SKI
ZMYND11,SKI
TAX1BP3,SKI
CNOT2,SKI
MED15,SKI
ETS2,SKI
MYD88,SKI
SNRPD1,SKI
RELA,IL1A
NFKB1,IL1A
MYD88,IL1A
TNF,IL1A
SIRT2,POLR2E
MTA2,POLR2E
KLF4,POLR2E
AES,POLR2E
SRSF3,POLR2E
MED15,POLR2E
TCEB3,POLR2E
DEK,POLR2E
TOP2B,POLR2E
MKL2,POLR2E
NFIL3,MED21
KPNA2,MED21
UBE2K,MED21
RBBP4,MED21
GTF2A1,MED21
SIRT2,MED21
NFAT5,MED21
ATF3,MED21
TAF6,MED21
TOP2B,MED21
ETS2,NR3C1
RAD51,NR3C1
ZMYND11,NR3C1
JMJD1C,NR3C1
SUPT16H,NR3C1
BTF3,NR3C1
UBP1,NR3C1
TCEA1,NR3C1
MTA2,NR3C1
TOX4,NR3C1
NAP1L4,HDGF
HNRNPK,HDGF
TARBP2,HDGF
MAFF,HDGF
CIITA,HDGF
TCEB3,HDGF
MKL2,HDGF
ARID1B,HDGF
BTF3,HDGF
SUPT4H1,HDGF
RBBP7,MAPK3
TIAL1,MAPK3
PA2G4,MAPK3
RFC1,MAPK3
SUPT6H,MAPK3
HHEX,MAPK3
BAZ1A,MAPK3
NFKBIZ,MAPK3
AEBP2,MAPK3
HMGA1,MAPK3
SMARCA5,AEBP2
SRRT,AEBP2
SUZ12,AEBP2
SFPQ,AEBP2
JUNB,AEBP2
RFC1,AEBP2
HCLS1,AEBP2
BHLHE40,AEBP2
ATF3,AEBP2
THRAP3,AEBP2
PA2G4,RPL38
EIF5B,RPL38
UPF1,RPL38
RNPS1,RPL38
BTF3,RPL38
PCBP2,GNB2L1
STAT1,GNB2L1
TCEB1,GNB2L1
PA2G4,GNB2L1
EIF5B,GNB2L1
TNF,GNB2L1
FOS,ASH1L
POLR2D,ASH1L
HCFC1,ASH1L
LASS2,ASH1L
SRSF9,ASH1L
LDB1,ASH1L
BATF3,ASH1L
BTG1,ASH1L
LASS5,ASH1L
SSRP1,ASH1L
TRP53,BCLAF1
HSBP1,BCLAF1
CNOT2,BCLAF1
SMARCA4,BCLAF1
SIRT2,BCLAF1
POLR2C,BCLAF1
CXXC1,BCLAF1
TUBA1A,BCLAF1
TAF12,BCLAF1
TCEB3,BCLAF1
ZEB2,UBTF
MKL2,UBTF
PHB2,UBTF
CHD7,UBTF
ZFP410,UBTF
AKT1,UBTF
ZFP36L1,UBTF
CCRN4L,UBTF
SFPI1,UBTF
ING1,UBTF
NFE2L2,RBBP4
TCF7L2,RBBP4
ZFP91,RBBP4
NFKB1,RBBP4
HSBP1,RBBP4
MCM4,RBBP4
GTF2I,RBBP4
NFAT5,RBBP4
ARID1B,RBBP4
ZFP36,RBBP4
DDX5,SUPT5H
BTG2,SUPT5H
FOSL2,SUPT5H
MITF,SUPT5H
NFKBIB,SUPT5H
HNRNPAB,SUPT5H
PARP1,SUPT5H
KHDRBS1,SUPT5H
PCBP2,SUPT5H
MCM5,SUPT5H
CTCFL,ETS2
